name,state,stream,fees,student_rating,placement_rate,industry_tieups,location
Birla Institute of Technology and Science,Bihar,Commerce,406502,3.4,51,Yes,Semi-Urban
SRM Institute of Science and Technology,Maharashtra,Medical,66375,2.6,68,Yes,Urban
Symbiosis Institute of Business Management,West Bengal,Engineering,66216,2.6,87,No,Rural
Indian Institute of Technology Bombay,Gujarat,Management,179898,2.5,74,Yes,Rural
Indian Institute of Management Ahmedabad,Madhya Pradesh,Management,419412,4.8,63,No,Rural
Narsee Monjee Institute of Management Studies,Haryana,Arts,75647,4.9,80,No,Rural
University of Delhi,Tamil Nadu,Medical,111018,3.3,65,No,Semi-Urban
University of Delhi,Madhya Pradesh,Arts,242819,3.3,94,Yes,Semi-Urban
Shiv Nadar University,Tamil Nadu,Commerce,222456,3.4,85,No,Semi-Urban
Anna University,Bihar,Commerce,363274,2.6,64,Yes,Semi-Urban
University of Delhi,Karnataka,Hotel-management,207480,4.9,54,No,Semi-Urban
Banaras Hindu University,Tamil Nadu,Hotel-management,207991,2.8,95,Yes,Semi-Urban
Indian Institute of Management Ahmedabad,Odisha,Hotel-management,336848,2.9,64,No,Semi-Urban
Banaras Hindu University,West Bengal,Hotel-management,430467,2.8,77,Yes,Semi-Urban
Anna University,Uttar Pradesh,Management,498555,4.7,82,Yes,Semi-Urban
Vellore Institute of Technology,Haryana,Medical,449948,2.6,59,Yes,Urban
Jadavpur University,Haryana,Commerce,245959,4.1,50,Yes,Urban
Delhi Technological University,Assam,Medical,255228,3.0,68,Yes,Rural
SRM Institute of Science and Technology,Odisha,Pharmacy,467597,3.0,87,Yes,Semi-Urban
Christ University,Uttar Pradesh,Science,387352,4.1,95,No,Urban
Vellore Institute of Technology,Madhya Pradesh,Commerce,302604,3.4,94,No,Urban
Indian Institute of Management Ahmedabad,Madhya Pradesh,Arts,156457,4.3,54,No,Rural
Amity University,West Bengal,Engineering,339468,3.4,66,Yes,Semi-Urban
Delhi Technological University,Rajasthan,Arts,423710,3.2,49,No,Rural
Banaras Hindu University,Bihar,Arts,125781,3.0,84,No,Rural
Manipal Institute of Technology,Bihar,Pharmacy,281218,4.2,45,Yes,Semi-Urban
Indian Institute of Technology Bombay,Rajasthan,Science,102907,2.7,94,No,Urban
Narsee Monjee Institute of Management Studies,Maharashtra,Management,153447,4.5,83,Yes,Semi-Urban
Christ University,Madhya Pradesh,Engineering,402307,4.5,74,Yes,Rural
Indian Institute of Technology Bombay,Gujarat,Science,328726,2.7,44,Yes,Rural
Vellore Institute of Technology,Bihar,Pharmacy,441388,3.6,62,Yes,Semi-Urban
University of Delhi,Gujarat,Engineering,338695,3.9,91,Yes,Urban
Indian Institute of Technology Bombay,Punjab,Arts,54616,3.7,40,No,Semi-Urban
Ashoka University,Punjab,Commerce,429123,4.4,60,No,Urban
SRM Institute of Science and Technology,Andhra Pradesh,Science,395247,4.3,78,Yes,Semi-Urban
University of Delhi,Karnataka,Hotel-management,77801,3.0,48,Yes,Semi-Urban
Amity University,Haryana,Arts,279901,2.9,91,Yes,Rural
University of Delhi,Assam,Engineering,393074,2.8,52,No,Rural
Delhi Technological University,Uttar Pradesh,Science,295803,3.7,71,Yes,Urban
Christ University,Odisha,Management,199921,4.1,73,No,Rural
Indian Institute of Management Ahmedabad,Bihar,Medical,52888,4.4,75,No,Rural
Jadavpur University,Assam,Medical,196952,4.7,83,No,Semi-Urban
Jadavpur University,Andhra Pradesh,Hotel-management,153204,4.9,87,Yes,Semi-Urban
Indian Institute of Management Ahmedabad,Bihar,Commerce,122795,4.1,91,Yes,Urban
Ashoka University,Assam,Hotel-management,137619,3.8,74,Yes,Urban
Manipal Institute of Technology,Rajasthan,Engineering,396859,2.8,78,Yes,Urban
Jadavpur University,Punjab,Engineering,126199,4.2,44,Yes,Rural
Amity University,Maharashtra,Arts,457366,3.4,97,No,Rural
National Institute of Technology Trichy,Maharashtra,Management,101214,2.6,62,No,Urban
Birla Institute of Technology and Science,Assam,Engineering,323256,4.5,84,Yes,Urban
Delhi Technological University,Assam,Arts,295676,4.5,45,No,Rural
Vellore Institute of Technology,Punjab,Commerce,245046,4.6,66,No,Rural
Jamia Millia Islamia,West Bengal,Commerce,423999,4.2,85,Yes,Semi-Urban
Manipal Institute of Technology,Odisha,Arts,428672,4.9,54,No,Rural
National Institute of Technology Trichy,Andhra Pradesh,Arts,50427,3.6,57,No,Urban
Indian Institute of Technology Bombay,Punjab,Medical,316665,4.3,91,Yes,Urban
National Institute of Technology Trichy,Karnataka,Science,128147,3.0,45,No,Urban
Ashoka University,Gujarat,Management,214650,4.4,72,Yes,Rural
National Institute of Technology Trichy,Tamil Nadu,Management,155694,2.7,93,No,Urban
Shiv Nadar University,Maharashtra,Arts,467154,2.7,93,No,Urban
Delhi Technological University,Punjab,Commerce,306204,4.4,86,No,Urban
Anna University,West Bengal,Commerce,354998,4.1,43,Yes,Rural
Narsee Monjee Institute of Management Studies,Gujarat,Science,284252,3.0,97,No,Rural
University of Delhi,Madhya Pradesh,Hotel-management,241728,3.5,80,Yes,Semi-Urban
Christ University,Karnataka,Commerce,437991,3.0,89,Yes,Rural
Vellore Institute of Technology,Madhya Pradesh,Arts,292104,4.0,63,No,Semi-Urban
SRM Institute of Science and Technology,Madhya Pradesh,Engineering,484618,4.9,48,No,Rural
National Institute of Technology Trichy,Karnataka,Management,466168,4.1,49,No,Urban
Birla Institute of Technology and Science,Gujarat,Commerce,332700,5.0,52,No,Urban
Shiv Nadar University,Gujarat,Science,375751,4.2,55,No,Semi-Urban
Jadavpur University,Tamil Nadu,Engineering,258988,4.4,50,No,Semi-Urban
Banaras Hindu University,Punjab,Hotel-management,343645,3.5,70,Yes,Urban
Indian Institute of Management Ahmedabad,Delhi,Medical,144425,3.2,77,Yes,Semi-Urban
Shiv Nadar University,Bihar,Hotel-management,302798,3.7,85,No,Semi-Urban
Delhi Technological University,Andhra Pradesh,Science,265620,3.1,71,Yes,Urban
Vellore Institute of Technology,Karnataka,Commerce,59203,2.9,91,Yes,Urban
Jamia Millia Islamia,Bihar,Arts,443376,3.3,58,No,Rural
Jadavpur University,Punjab,Hotel-management,216748,4.4,40,No,Urban
Manipal Institute of Technology,Delhi,Arts,212471,3.9,50,No,Urban
Christ University,Uttar Pradesh,Medical,156640,3.2,88,Yes,Semi-Urban
Narsee Monjee Institute of Management Studies,Odisha,Medical,153101,2.6,96,Yes,Urban
Ashoka University,Punjab,Arts,198902,4.6,47,Yes,Urban
Christ University,Assam,Hotel-management,92927,4.0,55,No,Semi-Urban
Indian Institute of Management Ahmedabad,Karnataka,Science,115910,3.7,85,Yes,Urban
Anna University,Madhya Pradesh,Science,442637,4.5,89,Yes,Semi-Urban
Indian Institute of Science,Tamil Nadu,Engineering,277537,4.6,82,No,Urban
Birla Institute of Technology and Science,Karnataka,Medical,200925,3.7,56,No,Rural
Jadavpur University,West Bengal,Medical,444644,4.9,40,No,Rural
Ashoka University,Karnataka,Engineering,443755,3.0,53,No,Urban
Jadavpur University,Odisha,Hotel-management,155670,3.3,82,No,Rural
Banaras Hindu University,Gujarat,Engineering,311668,3.1,68,No,Semi-Urban
Manipal Institute of Technology,Tamil Nadu,Commerce,153459,3.6,62,Yes,Semi-Urban
Birla Institute of Technology and Science,Tamil Nadu,Pharmacy,497620,3.7,70,Yes,Rural
Amity University,Andhra Pradesh,Management,281265,4.7,58,Yes,Urban
Anna University,Bihar,Science,188180,3.2,97,Yes,Semi-Urban
Amity University,West Bengal,Engineering,121613,4.3,54,Yes,Semi-Urban
Indian Institute of Technology Bombay,West Bengal,Arts,426179,4.5,55,No,Rural
Amity University,Odisha,Commerce,405765,4.4,77,No,Semi-Urban
Jadavpur University,Karnataka,Arts,335507,4.6,40,No,Rural
Birla Institute of Technology and Science,Odisha,Pharmacy,457459,3.3,42,Yes,Semi-Urban
Jamia Millia Islamia,Bihar,Pharmacy,130558,5.0,51,Yes,Rural
Indian Institute of Science,Odisha,Science,418672,3.5,48,Yes,Rural
Shiv Nadar University,Gujarat,Hotel-management,432473,4.1,80,No,Urban
Indian Institute of Science,Punjab,Management,100647,4.5,68,Yes,Semi-Urban
University of Delhi,Punjab,Commerce,181701,2.5,47,No,Urban
Jamia Millia Islamia,Punjab,Arts,199604,3.7,80,Yes,Semi-Urban
Indian Institute of Science,Punjab,Medical,177275,4.9,84,Yes,Semi-Urban
Amity University,Assam,Science,364932,3.3,44,No,Semi-Urban
Vellore Institute of Technology,Rajasthan,Medical,91730,3.1,62,Yes,Semi-Urban
Jamia Millia Islamia,Uttar Pradesh,Pharmacy,274191,5.0,73,No,Semi-Urban
Manipal Institute of Technology,Karnataka,Management,65221,3.7,93,No,Urban
Anna University,Gujarat,Pharmacy,357169,3.8,45,Yes,Rural
University of Delhi,Assam,Pharmacy,66717,3.5,69,No,Urban
Delhi Technological University,Assam,Engineering,450259,3.9,92,Yes,Semi-Urban
Ashoka University,Odisha,Medical,289925,3.5,49,No,Rural
Delhi Technological University,Haryana,Pharmacy,358809,3.3,61,Yes,Semi-Urban
Delhi Technological University,Haryana,Arts,131653,3.3,97,No,Semi-Urban
SRM Institute of Science and Technology,Gujarat,Commerce,297532,3.7,91,No,Rural
Indian Institute of Science,Haryana,Medical,318726,4.1,78,Yes,Semi-Urban
Symbiosis Institute of Business Management,Andhra Pradesh,Hotel-management,180381,4.2,53,No,Semi-Urban
Jadavpur University,Punjab,Science,250158,3.4,61,No,Semi-Urban
Narsee Monjee Institute of Management Studies,Tamil Nadu,Commerce,431167,4.7,85,No,Urban
Anna University,Assam,Pharmacy,378996,4.9,81,No,Urban
Narsee Monjee Institute of Management Studies,Madhya Pradesh,Arts,203844,2.5,80,No,Rural
National Institute of Technology Trichy,Gujarat,Commerce,206819,4.7,76,Yes,Urban
Indian Institute of Technology Bombay,Uttar Pradesh,Science,111586,3.5,98,Yes,Rural
Amity University,Odisha,Commerce,212742,3.4,43,No,Rural
SRM Institute of Science and Technology,Gujarat,Medical,126544,4.7,83,Yes,Urban
Indian Institute of Management Ahmedabad,West Bengal,Science,386067,3.4,96,No,Urban
Manipal Institute of Technology,Maharashtra,Science,456630,2.6,59,No,Urban
Birla Institute of Technology and Science,Andhra Pradesh,Hotel-management,396186,4.1,57,No,Rural
Indian Institute of Management Ahmedabad,Madhya Pradesh,Medical,427832,4.5,98,Yes,Semi-Urban
Anna University,Uttar Pradesh,Arts,276496,4.4,62,No,Rural
Manipal Institute of Technology,West Bengal,Arts,258061,3.8,66,Yes,Semi-Urban
Amity University,Madhya Pradesh,Engineering,169383,2.9,80,No,Semi-Urban
Jadavpur University,Uttar Pradesh,Management,490044,3.5,49,Yes,Urban
Narsee Monjee Institute of Management Studies,Gujarat,Management,154145,3.8,95,Yes,Urban
Indian Institute of Management Ahmedabad,Maharashtra,Hotel-management,487645,2.6,63,No,Semi-Urban
Vellore Institute of Technology,Rajasthan,Commerce,162755,4.7,86,Yes,Rural
Jadavpur University,Tamil Nadu,Management,204239,4.5,64,No,Rural
SRM Institute of Science and Technology,Uttar Pradesh,Medical,271725,3.5,67,Yes,Urban
SRM Institute of Science and Technology,Assam,Commerce,160803,4.8,41,No,Semi-Urban
Indian Institute of Management Ahmedabad,West Bengal,Science,105570,3.2,98,No,Urban
Jamia Millia Islamia,Rajasthan,Commerce,283013,2.6,71,Yes,Urban
Indian Institute of Technology Bombay,Uttar Pradesh,Science,144439,4.0,40,No,Urban
Amity University,Punjab,Pharmacy,250247,3.1,57,Yes,Urban
Vellore Institute of Technology,Maharashtra,Commerce,245446,4.3,64,No,Semi-Urban
Ashoka University,Haryana,Engineering,461942,5.0,65,No,Urban
Symbiosis Institute of Business Management,Delhi,Hotel-management,326014,4.8,90,No,Rural
Jamia Millia Islamia,Karnataka,Hotel-management,112919,2.7,61,Yes,Semi-Urban
Ashoka University,Haryana,Engineering,487859,4.1,44,Yes,Urban
Jadavpur University,Karnataka,Science,87581,4.1,90,Yes,Urban
Jadavpur University,Andhra Pradesh,Science,260251,3.1,66,No,Rural
Indian Institute of Science,Maharashtra,Arts,186407,2.9,54,Yes,Semi-Urban
Indian Institute of Science,Bihar,Arts,54508,2.9,78,No,Semi-Urban
Banaras Hindu University,Andhra Pradesh,Science,498099,3.5,74,Yes,Rural
Jadavpur University,Karnataka,Management,125894,4.0,45,No,Semi-Urban
Jamia Millia Islamia,Karnataka,Arts,109699,4.7,57,No,Urban
Shiv Nadar University,Tamil Nadu,Hotel-management,71884,4.3,79,Yes,Rural
Manipal Institute of Technology,Tamil Nadu,Management,451123,2.9,72,No,Urban
Amity University,Bihar,Arts,58640,4.6,75,Yes,Rural
Jamia Millia Islamia,Maharashtra,Engineering,456190,3.1,74,No,Rural
Indian Institute of Technology Bombay,Punjab,Commerce,204449,4.2,61,Yes,Urban
Amity University,Punjab,Hotel-management,350705,3.6,41,No,Rural
Manipal Institute of Technology,Rajasthan,Arts,276407,4.8,75,Yes,Semi-Urban
SRM Institute of Science and Technology,Tamil Nadu,Science,470669,4.3,88,No,Urban
SRM Institute of Science and Technology,Maharashtra,Engineering,94129,3.3,49,Yes,Rural
University of Delhi,Haryana,Commerce,76487,4.4,55,No,Urban
National Institute of Technology Trichy,Delhi,Pharmacy,402989,3.6,40,No,Rural
Banaras Hindu University,Andhra Pradesh,Pharmacy,435974,2.5,59,No,Urban
SRM Institute of Science and Technology,Andhra Pradesh,Medical,135870,3.1,98,Yes,Rural
Ashoka University,Karnataka,Hotel-management,64071,4.1,96,Yes,Urban
Indian Institute of Management Ahmedabad,Odisha,Arts,76415,4.0,76,Yes,Urban
Indian Institute of Management Ahmedabad,Bihar,Commerce,332419,2.7,53,No,Semi-Urban
Indian Institute of Management Ahmedabad,Gujarat,Pharmacy,238476,3.0,70,Yes,Semi-Urban
SRM Institute of Science and Technology,Rajasthan,Commerce,73283,2.8,60,Yes,Semi-Urban
Amity University,Rajasthan,Science,177564,2.9,85,No,Rural
Christ University,West Bengal,Pharmacy,202236,3.9,54,No,Rural
Vellore Institute of Technology,Madhya Pradesh,Commerce,188464,4.9,78,No,Semi-Urban
Banaras Hindu University,Andhra Pradesh,Commerce,121401,4.3,80,Yes,Rural
Amity University,Haryana,Pharmacy,434371,4.3,62,No,Semi-Urban
Indian Institute of Technology Bombay,Assam,Commerce,159572,4.2,91,No,Urban
Indian Institute of Technology Bombay,Odisha,Science,288385,2.6,48,Yes,Urban
University of Delhi,Madhya Pradesh,Management,295357,3.5,65,No,Semi-Urban
Amity University,Assam,Arts,300350,3.9,97,Yes,Urban
University of Delhi,Assam,Management,466413,3.5,98,Yes,Semi-Urban
Christ University,Haryana,Commerce,292578,3.9,93,No,Semi-Urban
Amity University,Uttar Pradesh,Hotel-management,481619,3.0,61,No,Urban
Jadavpur University,Tamil Nadu,Arts,403961,3.2,68,No,Semi-Urban
Shiv Nadar University,Tamil Nadu,Management,385726,3.1,93,Yes,Urban
Anna University,Rajasthan,Commerce,413405,4.9,81,No,Rural
Birla Institute of Technology and Science,West Bengal,Pharmacy,78328,4.8,65,No,Urban
University of Delhi,Gujarat,Engineering,265379,3.1,60,Yes,Semi-Urban
National Institute of Technology Trichy,Delhi,Commerce,229110,4.0,57,Yes,Urban
Symbiosis Institute of Business Management,Haryana,Science,438340,4.7,85,Yes,Urban
Christ University,Karnataka,Hotel-management,292075,4.1,43,No,Rural
SRM Institute of Science and Technology,Bihar,Engineering,203082,4.7,97,Yes,Urban
University of Delhi,Assam,Medical,113996,2.6,97,Yes,Urban
Jamia Millia Islamia,Gujarat,Pharmacy,163152,3.4,84,Yes,Semi-Urban
Amity University,Tamil Nadu,Pharmacy,348624,3.4,95,Yes,Urban
Banaras Hindu University,Karnataka,Management,370977,2.9,83,Yes,Rural
Anna University,Madhya Pradesh,Engineering,75085,3.0,78,Yes,Semi-Urban
Anna University,Rajasthan,Pharmacy,492738,4.3,42,No,Urban
Manipal Institute of Technology,Delhi,Management,378780,3.6,94,No,Rural
Anna University,Odisha,Management,286153,4.5,88,No,Urban
SRM Institute of Science and Technology,Madhya Pradesh,Management,129401,3.4,46,Yes,Urban
Delhi Technological University,Assam,Engineering,112822,4.1,51,No,Rural
Ashoka University,Madhya Pradesh,Engineering,228491,3.0,80,No,Semi-Urban
Shiv Nadar University,Bihar,Commerce,80231,3.9,69,No,Rural
Narsee Monjee Institute of Management Studies,Haryana,Pharmacy,391174,2.6,85,Yes,Semi-Urban
Manipal Institute of Technology,Odisha,Commerce,280200,3.5,51,No,Urban
SRM Institute of Science and Technology,Assam,Medical,99843,4.8,60,No,Urban
SRM Institute of Science and Technology,Assam,Commerce,318617,3.0,89,No,Semi-Urban
National Institute of Technology Trichy,Uttar Pradesh,Science,182450,4.4,75,Yes,Urban
Shiv Nadar University,Assam,Hotel-management,497753,4.8,74,No,Semi-Urban
Banaras Hindu University,Delhi,Management,63718,4.0,52,Yes,Rural
Symbiosis Institute of Business Management,Karnataka,Medical,280981,4.9,77,Yes,Rural
National Institute of Technology Trichy,Uttar Pradesh,Engineering,124299,4.7,93,Yes,Urban
Vellore Institute of Technology,Gujarat,Management,497403,3.6,43,Yes,Rural
Symbiosis Institute of Business Management,Andhra Pradesh,Medical,224978,4.9,73,Yes,Urban
Indian Institute of Technology Bombay,Tamil Nadu,Commerce,327950,3.4,88,Yes,Rural
Indian Institute of Science,Gujarat,Arts,222153,2.6,68,Yes,Semi-Urban
Indian Institute of Management Ahmedabad,Odisha,Management,444732,4.8,73,No,Urban
Indian Institute of Science,Odisha,Science,234501,3.0,93,Yes,Semi-Urban
Shiv Nadar University,Karnataka,Management,483711,4.5,60,No,Semi-Urban
Shiv Nadar University,Delhi,Commerce,354644,4.0,45,No,Rural
Narsee Monjee Institute of Management Studies,Haryana,Arts,151826,3.9,67,Yes,Rural
Narsee Monjee Institute of Management Studies,Tamil Nadu,Medical,235427,3.4,67,No,Rural
Christ University,Maharashtra,Pharmacy,253944,4.8,96,Yes,Rural
Birla Institute of Technology and Science,West Bengal,Hotel-management,86309,4.3,84,No,Urban
Birla Institute of Technology and Science,Gujarat,Science,285958,4.4,85,Yes,Rural
Delhi Technological University,Bihar,Science,311805,2.8,90,No,Urban
Anna University,Andhra Pradesh,Science,491745,3.5,65,No,Semi-Urban
Vellore Institute of Technology,Uttar Pradesh,Commerce,76749,3.1,64,No,Semi-Urban
Jadavpur University,Karnataka,Management,424126,3.4,56,No,Rural
Jadavpur University,Tamil Nadu,Medical,50575,4.8,53,No,Semi-Urban
Symbiosis Institute of Business Management,Tamil Nadu,Arts,343564,3.7,74,No,Rural
Anna University,West Bengal,Arts,80871,4.5,51,Yes,Rural
Vellore Institute of Technology,Uttar Pradesh,Commerce,86335,3.1,83,Yes,Rural
Symbiosis Institute of Business Management,Karnataka,Science,268192,4.5,67,No,Rural
Indian Institute of Science,Punjab,Pharmacy,363837,3.3,65,Yes,Semi-Urban
Symbiosis Institute of Business Management,Bihar,Hotel-management,354718,2.8,80,No,Semi-Urban
Christ University,Maharashtra,Management,79331,4.1,83,No,Semi-Urban
Narsee Monjee Institute of Management Studies,Rajasthan,Commerce,299029,3.1,96,No,Semi-Urban
Narsee Monjee Institute of Management Studies,Bihar,Engineering,123523,2.9,97,Yes,Rural
Symbiosis Institute of Business Management,Andhra Pradesh,Medical,437468,3.4,56,No,Urban
Vellore Institute of Technology,Delhi,Science,107341,4.4,88,No,Urban
Christ University,Haryana,Management,356616,4.3,97,No,Urban
Indian Institute of Management Ahmedabad,Gujarat,Hotel-management,423631,3.5,48,No,Semi-Urban
Christ University,Haryana,Hotel-management,189371,3.1,46,Yes,Semi-Urban
Indian Institute of Management Ahmedabad,Haryana,Engineering,421288,4.6,87,No,Rural
Delhi Technological University,Maharashtra,Engineering,361277,4.3,79,No,Semi-Urban
Indian Institute of Management Ahmedabad,Gujarat,Medical,358181,4.1,88,No,Rural
Christ University,Andhra Pradesh,Pharmacy,274600,4.6,42,Yes,Rural
Jadavpur University,Punjab,Hotel-management,274550,4.0,55,No,Rural
Indian Institute of Management Ahmedabad,Tamil Nadu,Management,292397,4.8,76,Yes,Semi-Urban
SRM Institute of Science and Technology,Rajasthan,Medical,491092,3.2,76,Yes,Rural
